document	label
1점도 아깝다	0
괴수 영화는 1. 도시가 부서지는 장면 1. 괴수와 군과의 전투씬 3.납득가는 괴수 발생과 주인공 동선 4.그 속에서 살아 남으려 하는 사람들 정도가 솰아있어야 한다.수작이다. 또 봤는데 또 보고싶음. 평점 낮은 이유는 아마 1인칭시점 적응 못한인간	1
영화 디스커버리도 그렇고 예고와 포스터의 중요성	1
지루해 이것이인생의진리지	0
재밌고 감동적!!	1
지겨운 세트 메뉴.	0
알바 많이 풀었구나...이런 삼류영화가 7점대라니...	0
ㅋㅋㅋㅋㅋ추억 곱씹으면서 다시 봣는데 재밋네ㅋㅋㅋㅋ영화 묘미는 여자가 이쁨ㅎㅎㅎ마지막까지 연출이 재밌음ㅋㅋㅋㅋ	1
따뜻한 영화 색감으로 인해 마음까지 훈훈해졌던 잔잔한 미소를 선물합니다.	1
웅얼웅얼... 정말 시작부터 끝까지 남녀 주인공 둘이 뭐라고 말싸움을 하는데 정말 졸리고 사람 피곤하게 한다... 영화적 재미도, 메시지도 느낄수 없었어ㅠㅠㅠ	0
지금까지 나온 드라마 중 최고였습니다. 100점 만점!	1
뮤지컬같은전개... 정말 재밌었다	1
다른 타 액션영화처럼 충분한 동기와 약간의 반전 그리고 난해함없이 그대로 복수를 하는 이해하기 쉬운 영화다. 그래서 뭔가 특별한 건 없었다.	0
마치 쿠엔틴 타란티노를 떠올리게 하는 홍상수만의 화법이란.	1
너무 많이 던진다	0
이런 영화는 1점도 아깝다...뭔 이딴영화를 만드냐? 머리에 총맞은것처럼? 거기다 발연기 ㄷㄷㄷ	0
스토리없이 예술만을 보여준다? 윈터바텀 답지 않다 당신은 스토리가 받쳐줘야해	0
재미없는 농담.	0
모나코를 구한 미의 여신 그레이스 켈리	1
레알 명작 명불허전 드니로	1
딸아이 배역은 미스케스팅 이었던것 같다.	1
재밌는건 재밌는거여!	1
원작과 전혀 다른 영화. 이상세계를 거부한 이유가 명확하지 않다.	0
최고!	1
너무 밋밋해서 아무 맛이 않느껴지는 그런 영화	0
아찔한 그녀의 철없는 연애코치	0
할리우드의 큰별이졌네요... 이영화 다소 지루할수있습니다. 러닝타임도 길고요. 그러나 벌써 6년이나 지났음에도 잊혀지지않는 호프만의 섬뜩한 눈빛. 그의 연기력만으로도 충분히 가치있는작품입니다. 창작의 고통과 인간의 이기심도 잘 표현했구요.	1
반복적인 충격으로(아들의 여친과 애비가 바람나고, 아들이란놈은 게이질, 근친상간, 살인) 몰입을 안할순없었지만, 이 쓰레기들을 이해하라니? 이해가 되겠냐 OO들아? 이런 쓰레기들의 마음을 이해할수있는건 같은 쓰레기들뿐.	0
내생애몇안되는 최악의 영화..	0
나름 기억에 남는 잼있었던 영화 였슴다..	1
마음한켠에, 저렇게 어른스럽고 성숙한 7살이 있을까 하면서, 그건 중요치 않다 생각하면서, 이 영화의 다코타패닝은 가장 기억에 남을 아역 연기일것같다.	1
"중국 공산당 정부의 ""하나의 중국"" 캠페인이 너무 티난다.누가 집권을하든 국민들이 전쟁 안하고 잘먹고 잘 살면된다는거지. 2002년의 영웅과 같은 맥락. 그냥 국민을 돼지 취급하는구만 중국 공산당정권 선전물보고, 조조의 고뇌니 재해석인냥 하지말길"	0
별별 공포영화는 다 봤으나 그 중에서 자기전에 여운이 남아 등이 오싹한 영화라면 이 영화뿐이었다. 그나저나 주온 일본판은 별로 안무섭던데? 화질이 개떡같아서 그런가? 귀신이 멍청하게 생겨서 그런가?	1
죽을때까지 잊지못할 영화다... 로봇을 이렇게까지 순수하게 표현한 감독이 대단하다!! 뒷이야기가 나오길기대한다....	1
원판불변임. 소박하지만 몰입하게만드는 힘이있다	1
ㅉㅉㅉ 이런것도 방송이라고	0
시간 버리고 싶으면 보세요	0
음..?	0
미련하고 감흥없는 전쟁 놀이	0
어릴적 본 명작 중에 상위랭크 작..	1
Good very very good	1
유아용 공포영화로 디즈니에 출품하면될듯	0
마음에 듭니다.	1
나니아 재밌다.. 뭔가 멋진데^^	1
7광구 능가하는 쓰레기	0
Good	1
난 크리스마스랑 신년때 나홀로집에 보다 이영화가 더 생각나더라~	1
뮤직무비로 끝까지 가는데... 어렵지만 머리속에서 떠나지 않을 영화	1
외교란 무지 어렵고도 중요한 것이구나	1
나는 별로 재미없음	0
사랑하는사람 간만 먹는다는 컨셉이 더 잔인한거 아닌가??보니까 불쌍해서 사랑해서 못먹고 포기하던데 999명껀 어찌 먹은겨..? 앞뒤도 안맞고	0
여주인공이 아주 조금 약간만 더 이뻤다면 좋을뻔	1
아 웬만해서는 글안남기는데 완전 재미없음	0
끝까지 흠잡을 곳 없는 영화.	1
저렇게 밋밋하고 재미없게 만들기도 힘듬...시나리오가 개판임...	0
화양연화의 아쉬움을 달래주는 영화, 이별 후 다가오는 인연들에게서도 채워지지 않는 공허함. 이별이란, 원래 그런것이였지.	1
만화에서나 나올듯한 대사라던가..오글거리는검사빼고는 훌륭햇음 최고	1
언젠가는 우리 앞에 나타날 싼타의 모습 .	0
납득할 수 없는 내용에 지루함까지	0
ㅋㅋ영화대본80프로이상 슈퍼사이클론~~!!!	0
통쾌한 맛이 없다.. 그냥 삼류 일본 액션 망작	0
영규형싸랑해!! 넘넘환상적이셨어요!! *^^*	1
도데체 이런 영화는 왜 만드는거냐? 돈이 남아돌아 주체를 못하겠음 불우이웃 돕기로 성금이라도 내던가.	0
그냥 팝콘먹다가잔영화 정말노잼임 돈아까움	0
진짜 이영화는 현실을 잘 반영했다 서번째 보면서 눈물을 흘렸다,,정말 답답하다 ,감동과 설움이	1
분량을 줄이다 보니 진도가... 그래도 그만한걸 영화로 만든다는 건 노력이 가상;;	0
이건 별점이 널을 뛰는구나... 나도 한 번 뛰어보자	1
70년대 액션극을 보는 듯한, 뚝뚝 끊기는 설정.	0
제목이 왜 드래곤블레이드인지 알려주삼그냥 실크로드라고 짓지	0
우리의 소리는 정말 좋아요	1
박중훈은 역시 짱!	1
순진무구한 어른이의 배꼽 빠지면서도 감동적인 성장기	1
곰곰히 뜯어볼 수록 생각할 여지가 많은 영화네요 ^^ 강추!	1
배우분들 연기력이 끝내줘서 그런지 시간 훅갈정도로 몰입력도 끝내주고 정말 재밌게 본영화 이때동안 수없이 본거 같음 아마 우리나라 명작에 오래도록 남을 영화일듯?	1
막장 코드 하나 없이 드라마로서의 미덕을 모두 담아낸 완소 드라마!!	1
쟈아아아앙고오오오오 쟝고오오오 후리담 오 후리다아아아암	1
처음엔 왕자 보고 뭐야? 그런데 갈수록 왕자가 사랑스러워!	1
피에타 보고 이거 보니 야동이다	0
유쾌 재미	1
소설이 훨씬 잼있었다,,,맹공,영희,,,,	0
희생자 분들과 가족들이 조금이나마 평안을 찾도록 조속한 인양이 이루어지길 바랍니다.	1
반전이 끝내준다 주인공은 맹인이 아니라 일부로 맹인인척 연기한 검술 천재였다는것	1
이렇게 몰입 안되는 영화는 처음이다 영화보면서 잠든 것도 처음이고 끝까지 보지도 못한것도 처음. 무언가 전달하고 싶어도 몰입이 안되면 소용없다고 생각함	0
본지 오래됐지만 이미지는 오랫동안 기억에 남는..ㅎ 인상적인 영화	1
씹노잼 내용 비슷한 13일의 금요일이 훨씬 재미있다.	0
평점이 너무 높다...10점주는 양심도 없는 것들아!	0
이게모여	0
덤벼! 이겼다! 덤벼! 윽.. 에잇! 이겼다! 덤벼! 이겼다! 덤벼! 이겼다!	0
지루함을 참고 끝까지 봤으나 끝까지 지루함의 극치.. 호화 캐스팅이 아깝다	0
10년만에 다시봐도 넘 재밌다	1
기대 안하고 봤는데 잘봤음..좀 슬프네	1
베니니 이거하고나서 최악의남우주연상;;;베니니봐서2점	0
웬만한 액션영화보다 신나고, 디테일한 감성들도 좋고, 빅히어로한테 감정공부하라고 보여주고 싶다 / 애들에겐 이런퀄러티를 보여줘야지@ tb	1
반전으로 따진다면 이 영화도 기억에 남는 영화입니다.	1
역시 원조가 맛있듯이 제일 수사물 답고 짜임새를 가지는..	1
정말 재밌게 본 드라마에요... 진짜 강추!!	1
요즘나오는 왠만한 코믹영화보다 웃긴듯한데 ㅋㅋㅋ	1
충분히 감동적이었고 다니엘헤니에 연기는 좋다	1
말이 필요없심 ㅋㅋㅋ	1
What the fu**!!	0
멋지다... 아름답고	1
재미있다고해서 봣는데 도체뭐가재미있다는건지;;;	0
장난쳐?	0
너무 아름다워	1
영화가 무슨 내용 인지 모르겠다.	0
걍..딱 킬링타임용~볼만은 해요.	1
기대안하고 봤는데 박진희 대단하다 망가지는 연기 자연스럽게 잘하네	1
뉴스 기사 보니까 3천만원 이하로 만든영화라 해서 정말 아무 생각없이 봤는데... 보다 보니 몰입되고 재미 있었네요^^	1
내가본 드라마중 젤 재밌었음	1
만화에 비해 질이 떨어지는군요	0
영화가 더 망가짐.	0
중국에 다녀온것 같은 느낌..묘사 하나 하나에 감탄, 또 감탄.	1
이젠 더빙 애니에서 개그맨들 보기도 질린다. 지들은 뭐가잘났다고 성우욕하더니 뻔뻔하게 더빙 애니메이션 나오는 꼴하고는ㅉㅉ	0
정말 감동 그 자체 드라마... 양동근 오열 연기 정말 최고 대박! ㅠㅠ	1
난 재밌었다	1
그냥 여자들의 이중성일뿐.. 아이구 의미없다.	0
끝나고난 뒤의 여운이란 ..	1
여배우들 때문에 남자의 존재감 제로~. 진행되는 이야기가 어긋난 변명 같아 지루한 느낌~. 묘한 게 있다면 명수가 조건을 만나고 확 살데요? 흠- 변요한 씨는 남자배우랑 더 잘 맞는 건가. 그래서 좀 더 봐야겠어요. 조건명수 투 샷 많이 넣어주시죠	0
주인공,음악,배경,스토리-뭐하나빠지지않는최고의감동	1
조타	1
이 정도로 못 만든 한국 느와르 영화도 보기 힘든 거 같다는 생각이 든다.	0
주인공이 쓰레기인 영화 자신만 아니면 안된다는 쓰레기 마인드를 갖고있음	0
로맨틱에로 섹스코미디 ㅡㅡ;;	0
예쁘고 귀여운 그들을 보면 피로가 가신다	1
아깝다 야한장면이 없어 그래서 이영화가 못뜬거임	0
한국영화보다는 훨씬낫다	1
한국이나 일본이나 멍청한 짭새들...	1
사람들을 울었다고 한다. 하지만 나는 왠지 모를 흐뭇함이 느껴졌다. 새벽에 분위기에 취해 이 영화를 본 나는 왜 이걸 끝까지 보지 않았을까 후회가 된다. 중간 중간 그립고 애탔지만 마지막은 곧 .. 흐뭇하다.	1
영화를 보는 내내 힘들었다?나의 눈으로 보기에 그들의 행동 하나하나가 처절한 몸짓이었다?너무 솔직한 모습에 힘들지만 정말 감동적인 영화이다?자신의 아이들만 챙기는 부모들이 꼭 보았으면 한다?	1
평점낮게 주는 놈들은 진정한 영화를 몰라	1
재밌음...왠만하면 2번이상 영화 안보는데..,이건 몇번봐도 재밌음..ㅋ	1
이영화보고 빢쳐서 별점깍으러왓음ㅡㅡ	0
개봉하기전에 애니메이션 페스티벌에서 봤던 작품.너무 큰 기대를 했던 것일까...ㅠㅠ	0
두고 두고 봐도 정말 명작... 기대가 커서인지 적영은 너무 아쉽다.	1
고마워여 나뮤애기들아	1
아졸려 이딴거 안봐 진짜 재미없음..	0
두집안과 두여자의 우연히 얽고 얽히는 갈등과 해소되는 과정이 재미있다.	1
? 뭐요? 뭐라구요? 뭐라하시는거에요	0
불후의 명작 그 마무리..	1
5점 너무 높은거 아닌가?	0
좋습니다.전 꽤 재밌었습니다만	1
와 진짜 잼다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	1
소소한 재미소소한 재미	1
가족영환지 조폭영환지	0
우정과 사랑 그리고 야망	1
정말 기대 않 했는데 않하는게 남. 진심 재미없음.	0
정말 재밌게 잘 봤습니다	1
아이들이잼있어하네요~	0
조잡한 CG 를 몇몇 코믹한 대사로 메우려는게 안쓰럽다	0
지상파에서나오는드라마와차원이틀리다.1편퀄리티장난이아니내요진짜소름돋습니다.	1
미칠려면 이렇게 미쳐야지	1
정말 재미있게 봤던 것같네요~	1
위더스푼 나온 것 치곤 우수하다.	0
1점도 아깝다ㅋㅋㅋ진짜 간신히봤다는 말이 딱ㅋㅋㅋ좋아하는 연기자에 연기도 좋은데 어떻게 이런 작품을 선택한걸까...	0
포인트가 흐린 사진을 보는 느낌.	0
안봤는데 평점이 낮네ㅋ	0
모든 한국인이 클레멘타인을 열 번만 본다면 일본을 우리 식민지로 삼을 수 있을 터인데..	1
다니엘 크레이그 최고!! sf를 보고 울게 만들다니!!	1
취향만 맞다면 놓치기 아까운영화^^하지만 대다수 사람에게는 최악일지도.. ..	1
최악의 영화를 위해 처음으로 글을 남김! 마이너스 점수대가 필요함!-_-	0
굳!!저는 이제서야 봤는데 좋네요	1
말이 필요없는 명작입니다	1
구타유발자들의 선배격인 농촌공포스릴러(?)지금 다시 보니 초호화 캐스팅..	1
마술 소재 영화는 스토리와 cg만 좋으면 당연이 성공한다.	1
하늘 위에서 판타지를 꿈꾸다가 이야기는 그대로 공준분해. 이것저것 건드리다가 다 하늘로 간 영화.	0
이 영화가 일탈만 있다고 생각한다면, 슬픈 인생이다.	1
재미도 없고, 감동도 없고.......	0
2010년에도 19세기 신파는 눈물을 갈구해.	0
주인공들이 모텔에서 비디오 트는 순간 긴장감 ㄷㄷ 몰입되서 지리는 줄..	1
보통 춤영화는 배우들이 연기를 잘 하던지.. 춤만 잘추던지 합니다.	1
감독은 올리버 스톤인데 영화는 타란티노네	0
평점좀조절하면서삽시다	0
보고싶다 보고싶은데 방법이없네	1
프랑스 애닌 또 처음보는듯	1
멀어져가는 꿈과 짜증나는 현실사이에서 꾸질해진 우리에게, Bravo!	1
이런영화는 도데체 왜 만드냐?	0
타인의 취향이다	1
그렇게 나는 시간을 낭비했다...-_=;	0
갈때까지 간 일본 성문화(?),폭력,가정의 붕괴-> 다카시式화법	0
그들 대화에 관심없다	0
드라마 엿같아서 못보겠네....장난하는것도 아니고 너무말도 안되고 이젠 오빛나도 이해가 안가고 짱난다	0
한마디로 OOO영화, 말년의 아르젠토가 맛이 간듯, 브로디 같은 배우를 이따위로	0
참~ 무모해 보인다. 제작진도 출연진도..	0
잘만들엇어요	1
캐릭터도 너무귀엽고..목소리도 너무너무귀여웠어용♡다섯살 아들램 혼을 쏙 빼놓고봤어요마지막 엔딩 자막이 다올라가도록	1
완전재미있고감동	1
추노 이후 장혁의 최고의 연지이자 역할 인 것 같다>.	1
이와이는 진짜 이야기꾼. 단순히 감성으로 승부하는 타입은 절대 아니라는 것!	1
노튼횽아 저능아 연기 일품 >_신고	1
결국 복불복 ????? 그레이스는 순진한 이상주의자 ????? ㅠ.ㅠ	1
재밋다.. 긴장감 굿 결말은뻔하지만	1
드디어 1점짜리 영화를 봤네요..	0
재밌다. 긴장감도 있고... 토미리 존스는 역시 악역이 어울려.	1
불륜을 청춘으로 덮는다고 풋풋해지나 이켠의연기력과 고준희의 미모만 아까울뿐	0
이야 최고다 이하 설명 생략한다	1
가슴이 시린.. 눈물 나는.. 사랑.. 매염방.. 혼신의 연기...	1
뒤늦게 찾아본 드라마.진짜 최고의 드라마이다ㅜㅜ♥	1
영화보는내내 설리설리 심쿵심쿵ㅎ아 연애하고시프다ㅎ	1
재미있게 잘보구 있습니다.	1
또시작이냐?	0
OOㅇ 노답 진짜 노답 내 2시간 아까운거 처음이다	0
나도복심배울꺼	1
정여립과 정철, 기축옥사까지.. 스토리 탄탄해서 좋습니다. 배우들도 연기 참 잘하고 남녀주인공들 케미도 좋고! 챙겨 볼 수 밖에 없는 드라마ㅠㅠㅠㅠ	1
하녀와 돈의맛을 보고 임감독이 똥인지 된장인지 구분할 수 없었다. 그리고 이 영화를 보고 확실해졌다.	0
누가 뭐래도 대작입니다.	1
코믹은 코믹으로 봐라 패러디하고 카메오들보는 재미도 있다	1
"아무리 생각해도 포스터는 ""페이스 오프"" 를 따라한것 같다.."	0
왜6점이죠??ㅜㅜ진짜재밌는데	1
공포는 고전적이나 아이디어는 기발하고 치밀하다.	1
수작!!!!!!!!!!!!!!	1
예수님 오실날이 멀지 않았습니다...영으로 깨어있어야...	1
tv 전기세가 아깝다!!	0
아닙네다 아닙네다 어떻게 kbs 주말연속극이 30프로도 못뚫을수있답말입니까ㅠㅠㅠㅠㅠㅠㅠ	0
굿.중학교 때 봤는데도 잊혀지지 않은 영화.	1
오랜만에 영화다운영화를 봐서 좋아써요~~안보면 후회해요!!	1
군대가기 2일전에 봤는데 전혀 내 소중한 2일이라는 시간중에 부분시간이 아깝지가 않았다 진짜로 와 영화가 3시간짜리인줄도 몰랐다 와 꿀잼 나까지 미치게 만드는 영화네 와 디카프리오 연기가 와.. 미쳤다진짜 이건 와	1
보다 지루해서 아예 잣다....	0
로빈 윌리엄스를 이렇게라도 다시 만날 수 있어 좋다	1
이도저도 아닌 장르의영화....확실한 메세지를 주었으면....내생애 다른사람 다 괜찮은영화라고해서봤다가 반문하게만든 첫영화...	0
이것도 영화냐? 아우~ 정말 욕이 절로 나온다. 감독 누구야?!	0
라이언 필립의 어릴적 모습이네.. 선장아내의 죽음이 실로 리얼했다..	1
알리아저씨랑 오다기리죠 때문에 9점	1
원작을봤기때문에내용이해는문제없었지만 중간중간잘린내용들이아쉽ㅠ 그래도재밌음ㅎ	1
평점이 이상합니다 왜 2.22가 아니죠?	0
very good!!	1
왕조현은 인류 역사상 최고의 동양 미녀다. 전무후무.	1
내 인생영화 중 하나. 아이들이 아닌 어른들을 위한 애니메이션이다 후속편도 꼭 보길	1
상대방모르게 결혼+이혼소송중 남자만난거 정말충격적이였다	0
도통 이해가 안되네...ㅡ.ㅡ;;	0
완전재밌어요ㅜㅜㅜ짱짱	1
올드보이 이후 차기작으로 잘 알려지지 않았지만, 최민식에게 파이란과 있어 이 영화가 가장 최고의 영화라고 나는 주저없이 말할 수 있다. 자연스러움의 익숙함이 너무 잘 묻어나 편안하다 못해 포근하다.	1
수준 따지지마라 사람마다 얼굴도 틀리듯이 보는눈도 틀리다	0
그냥저냥 저예산 좀비영화~	0
끙.....	0
연애가하고싶어지지도,여행이가고싶어지지도않는영화	0
몰입감이 떨어진다 후반부는 그럭저럭 볼만했다	0
발로 만든 영화. 0점이다	0
너무좋음무왜이리적게함??????????????????????????????????????	1
별 히안한 영화다봤네 sk브로즈밴드 당장 평점 수정해라!	0
그나마 영화 끝'에서' 시작되는 공포.	0
포스터는 어떤영화야?!!여주인공 주리의 얼큰이와 광대뼈의 기습에 놀라고.성형쭈쭈의 결정판!출연자들의 연기력과 애드립에 또다시 놀라며.곧 영화가 아니란거에 놀랄것이다. 킬링필름 정도이다.이런것이 저급 영상물이다!를 보여주는 교과서이자 바이블이다	0
